Data Medicao;Hora Medicao;CH (NUVENS ALTAS)(codigo);CL (NUVENS BAIXAS)(codigo);CM (NUVENS MEDIAS)(codigo);NEBULOSIDADE, HORARIA(décimos);PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA AO NIVEL DO MAR, HORARIA(mB);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO AR - BULBO UMIDO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA(codigo);VENTO, VELOCIDADE HORARIA(m/s);VISIBILIDADE, HORARIA(codigo)
11/03/2000;1800;null;null;null;10;42.2;1007.2;null;24;23.6;null;97;14;1;10
12/03/2000;0;null;null;null;8;1;1006;null;23.8;23.2;null;95;0;0;10
12/03/2000;1200;null;null;null;10;2.8;1010.1;null;23.4;22.8;null;95;0;0;50
12/03/2000;1800;null;null;null;8;0;1006.1;null;27.4;24;null;76;0;0;60
13/03/2000;0;null;null;null;6;0;1005.4;null;25.2;24.2;null;92;0;0;50
13/03/2000;1200;null;null;null;10;0;1006.8;null;24.2;23;null;90;0;0;50
13/03/2000;1800;null;null;null;8;0;1004.4;null;29.8;24.8;null;67;5;2;60
14/03/2000;0;null;null;null;0;0;1004;null;27.4;24.2;null;77;0;0;50
14/03/2000;1200;null;null;null;8;2.2;1006;null;26.8;24;null;79;5;1;60
14/03/2000;1800;null;null;null;10;6;1004.6;null;26.4;24.2;null;83;0;0;20
15/03/2000;0;null;null;null;10;0.4;1004.1;null;25.8;24.6;null;91;0;0;10
15/03/2000;1200;null;null;null;10;0;1007;null;25.6;24.6;null;92;0;0;20
15/03/2000;1800;null;null;null;6;0;1004.8;null;30.2;25.6;null;69;9;1;50
16/03/2000;0;null;null;null;10;1.6;1004.7;null;25.6;24.4;null;91;9;2;20
16/03/2000;1200;null;null;null;10;0;1007.5;null;25.2;23.8;null;89;0;0;50
16/03/2000;1800;null;null;null;10;4;1005.5;null;28;25.8;null;84;0;0;50
17/03/2000;0;null;null;null;8;3.6;1004.9;null;24.6;24;null;95;0;0;50
17/03/2000;1200;null;null;null;10;2.4;1007.5;null;24.4;23.8;null;95;5;1;20
17/03/2000;1800;null;null;null;10;17.2;1005.6;null;25;24.2;null;94;0;0;20
18/03/2000;0;null;null;null;10;3;1005.4;null;24.4;23.6;null;94;0;0;10
18/03/2000;1200;null;null;null;6;0;1006.5;null;25;24.2;null;94;0;0;50
18/03/2000;1800;null;null;null;8;0;1004.3;null;30.4;25.8;null;69;9;2;20
19/03/2000;0;null;null;null;10;1.2;1004.9;null;24.6;24;null;95;0;0;20
19/03/2000;1200;null;null;null;9;5.2;1008.3;null;24.2;24;null;98;0;0;50
19/03/2000;1800;null;null;null;10;5.2;1004.2;null;26;23.8;null;83;5;2;50
20/03/2000;0;null;null;null;8;0;1003.8;null;25.6;24.2;null;89;0;0;50
20/03/2000;1200;null;null;null;4;0;1005.6;null;26.6;24.4;null;84;5;2;60
20/03/2000;1800;null;null;null;5;0;1003.1;null;30.8;25.4;null;65;5;2;70
21/03/2000;0;null;null;null;8;0;1003.3;null;25.6;23.4;null;83;0;0;20
21/03/2000;1200;null;null;null;6;0;1006.1;null;25.2;24.6;null;95;0;0;60
21/03/2000;1800;null;null;null;4;0;1002.7;null;32.4;26.6;null;64;9;1;70
22/03/2000;0;null;null;null;6;0.1;1003;null;27.8;24.8;null;78;0;0;50
22/03/2000;1200;null;null;null;10;14.6;1008.3;null;23.8;23.2;null;95;18;2;50
22/03/2000;1800;null;null;null;10;3.2;1005.6;null;28.2;25.4;null;80;0;0;50
23/03/2000;0;null;null;null;5;0;1003.7;null;26;24.6;null;89;0;0;50
23/03/2000;1200;null;null;null;10;0;1005.6;null;24.4;23.6;null;94;0;0;50
23/03/2000;1800;null;null;null;8;0;1003.3;null;29.6;25;null;69;9;2;60
24/03/2000;0;null;null;null;0;0;1003.6;null;27.8;25;null;80;0;0;60
24/03/2000;1200;null;null;null;10;5.6;1006;null;26;25.2;null;94;0;0;20
24/03/2000;1800;null;null;null;10;15;1004.5;null;27;25;null;85;14;1;50
25/03/2000;0;null;null;null;10;25.8;1006.1;null;24.8;24.4;null;97;0;0;20
25/03/2000;1200;null;null;null;10;4;1008.1;null;25;24.8;null;98;0;0;50
25/03/2000;1800;null;null;null;6;0;1004.5;null;32;27;null;68;9;2;70
26/03/2000;0;null;null;null;4;0;1004.4;null;27.4;25.4;null;85;0;0;50
26/03/2000;1200;null;null;null;6;5.8;1006.8;null;25.4;23.8;null;88;0;0;60
26/03/2000;1800;null;null;null;8;0;1003.1;null;32.2;25;null;56;14;1;60
27/03/2000;0;null;null;null;10;4.8;1004.8;null;25.4;24.2;null;91;0;0;10
27/03/2000;1200;null;null;null;10;4.8;1007;null;24;23.4;null;95;0;0;20
27/03/2000;1800;null;null;null;10;13.4;1007.2;null;25.4;23.6;null;86;23;2;20
28/03/2000;0;null;null;null;6;6.2;1005.5;null;23.8;23.2;null;95;0;0;20
28/03/2000;1200;null;null;null;10;0.6;1010.1;null;23.4;23.2;null;98;0;0;50
28/03/2000;1800;null;null;null;10;0;1006;null;28.2;24.4;null;73;9;2;50
29/03/2000;0;null;null;null;8;0;1006.1;null;25.6;23.6;null;85;0;0;50
29/03/2000;1200;null;null;null;2;0;1007.1;null;25.4;23.6;null;86;0;0;60
